Name,Type 1,Type 2
Dugtrio,ground,
Dugtrio,ground,
Dugtrio,ground,
Dugtrio,ground,
Dugtrio,ground,
Dugtrio,ground,
Dugtrio,ground,
Dugtrio,ground,
Dugtrio,ground,
Dugtrio,ground,
Dugtrio,ground,
Dugtrio,ground,
Dugtrio,ground,
Dugtrio,ground,
Dunsparce,normal,
Dunsparce,normal,
Dunsparce,normal,
Dunsparce,normal,
Dunsparce,normal,
Dunsparce,normal,
Duosion,psychic,
Duosion,psychic,
Duosion,psychic,
Durant,bug,steel
Durant,bug,steel
Dusclops,ghost,
Dusclops,ghost,
Dusclops,ghost,
Dusclops,ghost,
Dusknoir,ghost,
Dusknoir,ghost,
Dusknoir,ghost,
Dusknoir,ghost,
Dusknoir,ghost,
Dusknoir,ghost,
Dusknoir,ghost,
Duskull,ghost,
Duskull,ghost,
Duskull,ghost,
Duskull,ghost,
Duskull,ghost,
Dustox,bug,poison
Dustox,bug,poison
Dustox,bug,poison
Dustox,bug,poison
Dustox,bug,poison
Dwebble,bug,rock
Dwebble,bug,rock
Dwebble,bug,rock
Eelektrik,electric,
Eelektrik,electric,
Eelektross,electric,
Eelektross,electric,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Eevee,normal,
Ekans,poison,
Ekans,poison,
Ekans,poison,
Ekans,poison,
Ekans,poison,
Ekans,poison,
Ekans,poison,
Ekans,poison,
Ekans,poison,
Electabuzz,electric,
Electabuzz,electric,
Electabuzz,electric,
Electabuzz,electric,
Electabuzz,electric,
Electabuzz,electric,
Electabuzz,electric,
Electabuzz,electric,
Electabuzz,electric,
Electabuzz,electric,
Electabuzz,electric,
Electivire,electric,
Electivire,electric,
Electivire,electric,
Electivire,electric,
Electivire,electric,
Electivire,electric,
Electivire,electric,
Electivire,electric,
Electivire,electric,
Electrike,electric,
Electrike,electric,
Electrike,electric,
Electrike,electric,
Electrode,electric,
Electrode,electric,
Electrode,electric,
Electrode,electric,
Electrode,electric,
Electrode,electric,
Electrode,electric,
Electrode,electric,
Electrode,electric,
Electrode,electric,
Electrode,electric,
Electrode,electric,
Electrode,electric,
Electrode,electric,
Elekid,electric,
Elekid,electric,
Elekid,electric,
Elekid,electric,
Elekid,electric,
Elekid,electric,
Elekid,electric,
Elekid,electric,
Elgyem,psychic,
Elgyem,psychic,
Emboar,fire,fighting
Emboar,fire,fighting
Emolga,electric,flying
Emolga,electric,flying
Emolga,electric,flying
Emolga,electric,flying
Emolga,electric,flying
Emolga,electric,flying
Emolga,electric,flying
Emolga,electric,flying
Empoleon,water,steel
Empoleon,water,steel
Empoleon,water,steel
Empoleon,water,steel
Empoleon,water,steel
Empoleon,water,steel
Entei,fire,
Entei,fire,
Entei,fire,
Entei,fire,
Entei,fire,
Entei,fire,
Entei,fire,
Entei,fire,
Entei,fire,
Entei,fire,
Entei,fire,
Entei,fire,
Entei,fire,
Entei,fire,
Escavalier,bug,steel
Escavalier,bug,steel
Espeon,psychic,
Espeon,psychic,
Espeon,psychic,
Espeon,psychic,
Espeon,psychic,
Espeon,psychic,
Espeon,psychic,
Espeon,psychic,
Espeon,psychic,
Espeon,psychic,
Espeon,psychic,
Espeon,psychic,
Espeon,psychic,
Espurr,psychic,
Espurr,psychic,
Espurr,psychic,
Espurr,psychic,
Espurr,psychic,
Excadrill,ground,steel
Excadrill,ground,steel
Excadrill,ground,steel
Excadrill,ground,steel
Exeggcute,grass,psychic
Exeggcute,grass,psychic
Exeggcute,grass,psychic
Exeggcute,grass,psychic
Exeggcute,grass,psychic
Exeggcute,grass,psychic
Exeggcute,grass,psychic
Exeggutor,grass,psychic
Exeggutor,grass,psychic
Exeggutor,grass,psychic
Exeggutor,grass,psychic
Exeggutor,grass,psychic
Exeggutor,grass,psychic
Exeggutor,grass,psychic
Exeggutor,grass,psychic
Exeggutor,grass,psychic
Exeggutor,grass,psychic
Exeggutor,grass,psychic
Exeggutor,grass,psychic
Exeggutor,grass,psychic
Exeggutor,grass,psychic
Exeggutor,grass,psychic
Exeggutor,grass,psychic
Exeggutor,grass,psychic
Exploud,normal,
Exploud,normal,
Exploud,normal,
Exploud,normal,
Exploud,normal,
Farfetchd,normal,flying
Farfetchd,normal,flying
Farfetchd,normal,flying
Farfetchd,normal,flying
Farfetchd,normal,flying
Farfetchd,normal,flying
Farfetchd,normal,flying
Farfetchd,normal,flying
Farfetchd,normal,flying
Farfetchd,normal,flying
Fearow,normal,flying
Fearow,normal,flying
Fearow,normal,flying
Fearow,normal,flying
Fearow,normal,flying
Fearow,normal,flying
Fearow,normal,flying
Feebas,water,
Feebas,water,
Feebas,water,
Feebas,water,
Feebas,water,
Feebas,water,
Fennekin,fire,
Fennekin,fire,
Fennekin,fire,
Fennekin,fire,
Fennekin,fire,
Fennekin,fire,
Fennekin,fire,
Fennekin,fire,
Fennekin,fire,
Fennekin,fire,
Fennekin,fire,
Fennekin,fire,
Fennekin,fire,
Feraligatr,water,
Feraligatr,water,
Feraligatr,water,
Feraligatr,water,
Feraligatr,water,
Feraligatr,water,
Feraligatr,water,
Feraligatr,water,
Feraligatr,water,
Feraligatr,water,
Ferroseed,grass,steel
Ferroseed,grass,steel
Ferrothorn,grass,steel
Ferrothorn,grass,steel
Finneon,water,
Finneon,water,
Finneon,water,
Finneon,water,
Finneon,water,
Finneon,water,
Finneon,water,
Finneon,water,
Flaaffy,electric,
Flaaffy,electric,
Flaaffy,electric,
Flaaffy,electric,
Flaaffy,electric,
Flaaffy,electric,
Flaaffy,electric,
Flabebe,fairy,
Flabebe,fairy,
Flabebe,fairy,
Flabebe,fairy,
Flabebe,fairy,
Flabebe,fairy,
Flabebe,fairy,
Flabebe,fairy,
Flabebe,fairy,
Flabebe,fairy,
Flabebe,fairy,
Flareon,fire,
Flareon,fire,
Flareon,fire,
Flareon,fire,
Flareon,fire,
Flareon,fire,
Flareon,fire,
Flareon,fire,
Flareon,fire,
Flareon,fire,
Flareon,fire,
Flareon,fire,
Flareon,fire,
Fletchinder,fire,flying
Fletchinder,fire,flying
Fletchinder,fire,flying
Fletchinder,fire,flying
Fletchinder,fire,flying
Fletchinder,fire,flying
Fletchling,normal,flying
Fletchling,normal,flying
Fletchling,normal,flying
Fletchling,normal,flying
Fletchling,normal,flying
Fletchling,normal,flying
Floatzel,water,
Floatzel,water,
Floatzel,water,
Floatzel,water,
Floatzel,water,
Floette,fairy,
Floette,fairy,
Floette,fairy,
Floette,fairy,
Floette,fairy,
Floette,fairy,
Florges,fairy,
Florges,fairy,
Florges,fairy,
Florges,fairy,
Florges,fairy,
Florges,fairy,
Florges,fairy,
Florges,fairy,
Florges,fairy,
Florges,fairy,
Flygon,ground,dragon
Flygon,ground,dragon
Flygon,ground,dragon
Flygon,ground,dragon
Flygon,ground,dragon
Flygon,ground,dragon
Flygon,ground,dragon
Flygon,ground,dragon
Fomantis,grass,
Fomantis,grass,
Fomantis,grass,
Fomantis,grass,
Foongus,grass,poison
Foongus,grass,poison
Forretress,bug,steel
Forretress,bug,steel
Forretress,bug,steel
Forretress,bug,steel
Forretress,bug,steel
Forretress,bug,steel
Forretress,bug,steel
Forretress,bug,steel
Fraxure,dragon,
Fraxure,dragon,
Frillish,water,ghost
Frillish,water,ghost
Frillish,water,ghost
Frillish,water,ghost
Frillish,water,ghost
Frillish,water,ghost
Froakie,water,
Froakie,water,
Froakie,water,
Froakie,water,
Frogadier,water,
Frogadier,water,
Frogadier,water,
Frogadier,water,
Frogadier,water,
Froslass,ice,ghost
Froslass,ice,ghost
Froslass,ice,ghost
Froslass,ice,ghost
Froslass,ice,ghost
Furfrou,normal,
Furfrou,normal,
Furfrou,normal,
Furfrou,normal,
Furfrou,normal,
Furfrou,normal,
Furfrou,normal,
Furfrou,normal,
Furfrou,normal,
Furfrou,normal,
Furfrou,normal,
Furfrou,normal,
Furfrou,normal,
Furfrou,normal,
Furret,normal,
Furret,normal,
Furret,normal,
Furret,normal,
Furret,normal,
Furret,normal,
Furret,normal,
Furret,normal,
Gabite,dragon,ground
Gabite,dragon,ground
Gabite,dragon,ground
Gabite,dragon,ground
Gabite,dragon,ground
Gabite,dragon,ground
Gabite,dragon,ground
Gabite,dragon,ground
Gallade,psychic,fighting
Gallade,psychic,fighting
Gallade,psychic,fighting
Gallade,psychic,fighting
Gallade,psychic,fighting
Gallade,psychic,fighting
Gallade,psychic,fighting
Galvantula,bug,electric
Galvantula,bug,electric
Garbodor,poison,
Garbodor,poison,
Garchomp,dragon,ground
Garchomp,dragon,ground
Garchomp,dragon,ground
Garchomp,dragon,ground
Garchomp,dragon,ground
Garchomp,dragon,ground
Garchomp,dragon,ground
Garchomp,dragon,ground
Garchomp,dragon,ground
Garchomp,dragon,ground
Garchomp,dragon,ground
Garchomp,dragon,ground
Garchomp,dragon,ground
Garchomp,dragon,ground
Garchomp,dragon,ground
Garchomp,dragon,ground
Garchomp,dragon,ground
Gardevoir,psychic,fairy
Gardevoir,psychic,fairy
Gardevoir,psychic,fairy
Gardevoir,psychic,fairy
Gardevoir,psychic,fairy
Gardevoir,psychic,fairy
Gardevoir,psychic,fairy
Gardevoir,psychic,fairy
Gardevoir,psychic,fairy
Gardevoir,psychic,fairy
Gardevoir,psychic,fairy
Gardevoir,psychic,fairy
Gardevoir,psychic,fairy
Gardevoir,psychic,fairy
Gardevoir,psychic,fairy
Gardevoir,psychic,fairy
Gastly,ghost,poison
Gastly,ghost,poison
Gastly,ghost,poison
Gastly,ghost,poison
Gastly,ghost,poison
Gastly,ghost,poison
Gastly,ghost,poison
Gastly,ghost,poison
Gastly,ghost,poison
Gastrodon,water,ground
Gastrodon,water,ground
Gastrodon,water,ground
Gastrodon,water,ground
Gastrodon,water,ground
Gastrodon,water,ground
Gastrodon,water,ground
Gastrodon,water,ground
Genesect,bug,steel
Genesect,bug,steel
Genesect,bug,steel
Genesect,bug,steel
Genesect,bug,steel
Genesect,bug,steel
Genesect,bug,steel
Genesect,bug,steel
Genesect,bug,steel
Genesect,bug,steel
Genesect,bug,steel
Genesect,bug,steel
Genesect,bug,steel
Genesect,bug,steel
Genesect,bug,steel
Genesect,bug,steel
Genesect,bug,steel
Genesect,bug,steel
Genesect,bug,steel
Genesect,bug,steel
Genesect,bug,steel
Genesect,bug,steel
Gengar,ghost,poison
Gengar,ghost,poison
Gengar,ghost,poison
Gengar,ghost,poison
Gengar,ghost,poison
Gengar,ghost,poison
Gengar,ghost,poison
Gengar,ghost,poison
Gengar,ghost,poison
Gengar,ghost,poison
Gengar,ghost,poison
Gengar,ghost,poison
Gengar,ghost,poison
Gengar,ghost,poison
Gengar,ghost,poison
Gengar,ghost,poison
Gengar,ghost,poison
Gengar,ghost,poison
Gengar,ghost,poison
Geodude,rock,ground
Geodude,rock,ground
Geodude,rock,ground
Geodude,rock,ground
Geodude,rock,ground
Geodude,rock,ground
Geodude,rock,ground
Geodude,rock,ground
Geodude,rock,ground
Geodude,rock,ground
Geodude,rock,ground
Geodude,rock,ground
Geodude,rock,ground
Geodude,rock,ground
Geodude,rock,ground
Geodude,rock,ground
Geodude,rock,ground
Geodude,rock,ground
Gible,dragon,ground
Gible,dragon,ground
Gible,dragon,ground
Gible,dragon,ground
Gible,dragon,ground
Gible,dragon,ground
Gible,dragon,ground
Gible,dragon,ground
Gible,dragon,ground
Gible,dragon,ground
Gigalith,rock,
Gigalith,rock,
Gigalith,rock,
Gigalith,rock,
Girafarig,normal,psychic
Girafarig,normal,psychic
Girafarig,normal,psychic
Girafarig,normal,psychic
Girafarig,normal,psychic
Girafarig,normal,psychic
Girafarig,normal,psychic
Giratina,ghost,dragon
Giratina,ghost,dragon
Giratina,ghost,dragon
Giratina,ghost,dragon
Giratina,ghost,dragon
Giratina,ghost,dragon
Giratina,ghost,dragon
Giratina,ghost,dragon
Giratina,ghost,dragon
Giratina,ghost,dragon
Giratina,ghost,dragon
Giratina,ghost,dragon
Giratina,ghost,dragon
Glaceon,ice,
Glaceon,ice,
Glaceon,ice,
Glaceon,ice,
Glaceon,ice,
Glaceon,ice,
Glaceon,ice,
Glalie,ice,
Glalie,ice,
Glalie,ice,
Glalie,ice,
Glalie,ice,
Glalie,ice,
Glalie,ice,
Glalie,ice,
Glalie,ice,
Glalie,ice,
Glalie,ice,
Glalie,ice,
Glalie,ice,
Glameow,normal,
Glameow,normal,
Glameow,normal,
Gligar,ground,flying
Gligar,ground,flying
Gligar,ground,flying
Gligar,ground,flying
Gligar,ground,flying
Gligar,ground,flying
Gliscor,ground,flying
Gliscor,ground,flying
Gliscor,ground,flying
Gliscor,ground,flying
Gliscor,ground,flying
Gliscor,ground,flying
Gloom,grass,poison
Gloom,grass,poison
Gloom,grass,poison
Gloom,grass,poison
Gloom,grass,poison
Gloom,grass,poison
Gloom,grass,poison
Gloom,grass,poison
Gogoat,grass,
Gogoat,grass,
Gogoat,grass,
Golbat,poison,flying
Golbat,poison,flying
Golbat,poison,flying
Golbat,poison,flying
Golbat,poison,flying
Golbat,poison,flying
Golbat,poison,flying
Golbat,poison,flying
Golbat,poison,flying
Golbat,poison,flying
Golbat,poison,flying
Golbat,poison,flying
Golbat,poison,flying
Golbat,poison,flying
Goldeen,water,
Goldeen,water,
Goldeen,water,
Goldeen,water,
Goldeen,water,
Goldeen,water,
Goldeen,water,
Goldeen,water,
Goldeen,water,
Goldeen,water,
Golduck,water,
Golduck,water,
Golduck,water,
Golduck,water,
Golduck,water,
Golduck,water,
Golduck,water,
Golduck,water,
Golduck,water,
Golduck,water,
Golduck,water,
Golem,rock,ground
Golem,rock,ground
Golem,rock,ground
Golem,rock,ground
Golem,rock,ground
Golem,rock,ground
Golem,rock,ground
Golem,rock,ground
Golem,rock,ground
Golem,rock,ground
Golem,rock,ground
Golem,rock,ground
Golem,rock,ground
Golem,rock,ground
Golem,rock,ground
Golem,rock,ground
Golem,rock,ground
Golett,ground,ghost
Golett,ground,ghost
Golisopod,bug,water
Golisopod,bug,water
Golisopod,bug,water
Golisopod,bug,water
Golurk,ground,ghost
Golurk,ground,ghost
Golurk,ground,ghost
Goodra,dragon,
Goodra,dragon,
Goodra,dragon,
Goomy,dragon,
Goomy,dragon,
Goomy,dragon,
Goomy,dragon,
Goomy,dragon,
Goomy,dragon,
Gorebyss,water,
Gorebyss,water,
Gorebyss,water,
Gorebyss,water,
Gothita,psychic,
Gothita,psychic,
Gothita,psychic,
Gothita,psychic,
Gothitelle,psychic,
Gothitelle,psychic,
Gothitelle,psychic,
Gothitelle,psychic,
Gothorita,psychic,
Gothorita,psychic,
Gothorita,psychic,
Gothorita,psychic,
Gourgeist,ghost,grass
Gourgeist,ghost,grass
Granbull,fairy,
Granbull,fairy,
Granbull,fairy,
Granbull,fairy,
Granbull,fairy,
Granbull,fairy,
Granbull,fairy,
Granbull,fairy,
Graveler,rock,ground
Graveler,rock,ground
Graveler,rock,ground
Graveler,rock,ground
Graveler,rock,ground
Graveler,rock,ground
Graveler,rock,ground
Graveler,rock,ground
Graveler,rock,ground
Graveler,rock,ground
Graveler,rock,ground
Graveler,rock,ground
Graveler,rock,ground
Graveler,rock,ground
Graveler,rock,ground
Graveler,rock,ground
Graveler,rock,ground
Greninja,water,dark
Greninja,water,dark
Greninja,water,dark
Greninja,water,dark
Greninja,water,dark
Greninja,water,dark
Greninja,water,dark
Greninja,water,dark
Greninja,water,dark
Greninja,water,dark
Greninja,water,dark
Greninja,water,dark
Grimer,poison,
Grimer,poison,
Grimer,poison,
Grimer,poison,
Grimer,poison,
Grimer,poison,
Grimer,poison,
Grimer,poison,
Grimer,poison,
Grimer,poison,
Grimer,poison,
Grimer,poison,
Grimer,poison,
Grimer,poison,
Grimer,poison,
Grimer,poison,
Grotle,grass,
Grotle,grass,
Grotle,grass,
Grotle,grass,
Grotle,grass,
Grotle,grass,
Groudon,ground,
Groudon,ground,
Groudon,ground,
Groudon,ground,
Groudon,ground,
Groudon,ground,
Groudon,ground,
Groudon,ground,
Groudon,ground,
Groudon,ground,
Groudon,ground,
Groudon,ground,
Groudon,ground,
Groudon,ground,
Groudon,ground,
Groudon,ground,
Groudon,ground,
Grovyle,grass,
Grovyle,grass,
Grovyle,grass,
Grovyle,grass,
Grovyle,grass,
Grovyle,grass,
Grovyle,grass,
Grovyle,grass,
Growlithe,fire,
Growlithe,fire,
Growlithe,fire,
Growlithe,fire,
Growlithe,fire,
Growlithe,fire,
Growlithe,fire,
Growlithe,fire,
Grubbin,bug,
Grubbin,bug,
Grubbin,bug,
Grubbin,bug,
Grumpig,psychic,
Grumpig,psychic,
Grumpig,psychic,
Grumpig,psychic,
Grumpig,psychic,
Gulpin,poison,
Gulpin,poison,
Gulpin,poison,
Gulpin,poison,
Gulpin,poison,
Gumshoos,normal,
Gumshoos,normal,
Gumshoos,normal,
Gumshoos,normal,
Gurdurr,fighting,
Gurdurr,fighting,
Guzzlord,dark,dragon
Guzzlord,dark,dragon
Gyarados,water,flying
Gyarados,water,flying
Gyarados,water,flying
Gyarados,water,flying
Gyarados,water,flying
Gyarados,water,flying
Gyarados,water,flying
Gyarados,water,flying
Gyarados,water,flying
Gyarados,water,flying
Gyarados,water,flying
Gyarados,water,flying
Gyarados,water,flying
Gyarados,water,flying
Gyarados,water,flying
Gyarados,water,flying
Gyarados,water,flying
Gyarados,water,flying
Gyarados,water,flying
Gyarados,water,flying
Gyarados,water,flying
Gyarados,water,flying
Hakamo-o,dragon,fighting
Hakamo-o,dragon,fighting
Hakamo-o,dragon,fighting
Hakamo-o,dragon,fighting
Happiny,normal,
Happiny,normal,
Happiny,normal,
Happiny,normal,
Hariyama,fighting,
Hariyama,fighting,
Hariyama,fighting,
Hariyama,fighting,
Hariyama,fighting,
Haunter,ghost,poison
Haunter,ghost,poison
Haunter,ghost,poison
Haunter,ghost,poison
Haunter,ghost,poison
Haunter,ghost,poison
Haunter,ghost,poison
Haunter,ghost,poison
Haunter,ghost,poison
Haunter,ghost,poison
Haunter,ghost,poison
Hawlucha,fighting,flying
Hawlucha,fighting,flying
Hawlucha,fighting,flying
Hawlucha,fighting,flying
Haxorus,dragon,
Haxorus,dragon,
Haxorus,dragon,
Haxorus,dragon,
Heatmor,fire,
Heatmor,fire,
Heatran,fire,steel
Heatran,fire,steel
Heatran,fire,steel
Heatran,fire,steel
Heatran,fire,steel
Heatran,fire,steel
Heliolisk,electric,normal
Heliolisk,electric,normal
Helioptile,electric,normal
Helioptile,electric,normal
Heracross,bug,fighting
Heracross,bug,fighting
Heracross,bug,fighting
Heracross,bug,fighting
Heracross,bug,fighting
Heracross,bug,fighting
Heracross,bug,fighting
Heracross,bug,fighting
Heracross,bug,fighting
Heracross,bug,fighting
Herdier,normal,
Herdier,normal,
Herdier,normal,
Herdier,normal,
Hippopotas,ground,
Hippopotas,ground,
Hippopotas,ground,
Hippopotas,ground,
Hippopotas,ground,
Hippowdon,ground,
Hippowdon,ground,
Hippowdon,ground,
Hitmonchan,fighting,
Hitmonchan,fighting,
Hitmonchan,fighting,
Hitmonchan,fighting,
Hitmonchan,fighting,
Hitmonchan,fighting,
Hitmonchan,fighting,
Hitmonchan,fighting,
Hitmonlee,fighting,
Hitmonlee,fighting,
Hitmonlee,fighting,
Hitmonlee,fighting,
Hitmonlee,fighting,
Hitmonlee,fighting,
Hitmonlee,fighting,
Hitmonlee,fighting,
Hitmontop,fighting,
Hitmontop,fighting,
Hitmontop,fighting,
Hitmontop,fighting,
Hitmontop,fighting,
Hitmontop,fighting,
Hitmontop,fighting,
Hitmontop,fighting,
Ho-Oh,fire,flying
Ho-Oh,fire,flying
Ho-Oh,fire,flying
Ho-Oh,fire,flying
Ho-Oh,fire,flying
Ho-Oh,fire,flying
Ho-Oh,fire,flying
Ho-Oh,fire,flying
Ho-Oh,fire,flying
Ho-Oh,fire,flying
Ho-Oh,fire,flying
Ho-Oh,fire,flying
Ho-Oh,fire,flying
Ho-Oh,fire,flying
Ho-Oh,fire,flying
Ho-Oh,fire,flying
Ho-Oh,fire,flying
Honchkrow,dark,flying
Honchkrow,dark,flying
Honchkrow,dark,flying
Honchkrow,dark,flying
Honchkrow,dark,flying
Honchkrow,dark,flying
Honchkrow,dark,flying
Honchkrow,dark,flying
Honedge,steel,ghost
Honedge,steel,ghost
Honedge,steel,ghost
Hoopa,psychic,ghost
Hoopa,psychic,ghost
Hoopa,psychic,ghost
Hoopa,psychic,ghost
Hoopa,psychic,ghost
Hoopa,psychic,ghost
Hoopa,psychic,ghost
Hoopa,psychic,ghost
Hoothoot,normal,flying
Hoothoot,normal,flying
Hoothoot,normal,flying
Hoothoot,normal,flying
Hoothoot,normal,flying
Hoothoot,normal,flying
Hoppip,grass,flying
Hoppip,grass,flying
Hoppip,grass,flying
Hoppip,grass,flying
Hoppip,grass,flying
Hoppip,grass,flying
Horsea,water,
Horsea,water,
Horsea,water,
Horsea,water,
Horsea,water,
Horsea,water,
Horsea,water,
Horsea,water,
Houndoom,dark,fire
Houndoom,dark,fire
Houndoom,dark,fire
Houndoom,dark,fire
Houndoom,dark,fire
Houndoom,dark,fire
Houndoom,dark,fire
Houndoom,dark,fire
Houndoom,dark,fire
Houndoom,dark,fire
Houndoom,dark,fire
Houndoom,dark,fire
Houndoom,dark,fire
Houndour,dark,fire
Houndour,dark,fire
Houndour,dark,fire
Houndour,dark,fire
Houndour,dark,fire
Houndour,dark,fire
Houndour,dark,fire
Huntail,water,
Huntail,water,
Huntail,water,
Huntail,water,
Hydreigon,dark,dragon
Hydreigon,dark,dragon
Hydreigon,dark,dragon
Hydreigon,dark,dragon
Hydreigon,dark,dragon
Hydreigon,dark,dragon
Hydreigon,dark,dragon
Hydreigon,dark,dragon
Hypno,psychic,
Hypno,psychic,
Hypno,psychic,
Hypno,psychic,
Hypno,psychic,
Hypno,psychic,
Hypno,psychic,
Hypno,psychic,
Hypno,psychic,
Hypno,psychic,
Hypno,psychic,
Igglybuff,normal,fairy
Igglybuff,normal,fairy
Igglybuff,normal,fairy
Igglybuff,normal,fairy
Igglybuff,normal,fairy
Igglybuff,normal,fairy
Igglybuff,normal,fairy
Igglybuff,normal,fairy
Illumise,bug,
Illumise,bug,
Illumise,bug,
Illumise,bug,
Incineroar,fire,dark
Incineroar,fire,dark
Incineroar,fire,dark
Incineroar,fire,dark
Incineroar,fire,dark
Incineroar,fire,dark
Infernape,fire,fighting
Infernape,fire,fighting
Infernape,fire,fighting
Infernape,fire,fighting
Infernape,fire,fighting
Infernape,fire,fighting
Infernape,fire,fighting
Infernape,fire,fighting
Infernape,fire,fighting
Inkay,dark,psychic
Inkay,dark,psychic
Ivysaur,grass,poison
Ivysaur,grass,poison
Ivysaur,grass,poison
Ivysaur,grass,poison
Ivysaur,grass,poison
Ivysaur,grass,poison
Ivysaur,grass,poison
Ivysaur,grass,poison
Ivysaur,grass,poison
Ivysaur,grass,poison
Ivysaur,grass,poison
Jangmo-o,dragon,
Jangmo-o,dragon,
Jangmo-o,dragon,
Jangmo-o,dragon,
Jellicent,water,ghost
Jellicent,water,ghost
Jellicent,water,ghost
Jellicent,water,ghost
Jigglypuff,normal,fairy
Jigglypuff,normal,fairy
Jigglypuff,normal,fairy
Jigglypuff,normal,fairy
Jigglypuff,normal,fairy
Jigglypuff,normal,fairy
Jigglypuff,normal,fairy
Jigglypuff,normal,fairy
Jigglypuff,normal,fairy
Jigglypuff,normal,fairy
Jigglypuff,normal,fairy
Jigglypuff,normal,fairy
Jigglypuff,normal,fairy
Jigglypuff,normal,fairy
Jigglypuff,normal,fairy
Jigglypuff,normal,fairy
Jigglypuff,normal,fairy
Jigglypuff,normal,fairy
Jirachi,steel,psychic
Jirachi,steel,psychic
Jirachi,steel,psychic
Jirachi,steel,psychic
Jirachi,steel,psychic
Jirachi,steel,psychic
Jirachi,steel,psychic
Jirachi,steel,psychic
Jirachi,steel,psychic
Jirachi,steel,psychic
Jirachi,steel,psychic
Jirachi,steel,psychic
Jirachi,steel,psychic
Jirachi,steel,psychic
Jirachi,steel,psychic
Jirachi,steel,psychic
Jirachi,steel,psychic
Jirachi,steel,psychic
Jirachi,steel,psychic
Jirachi,steel,psychic
Jirachi,steel,psychic
Jirachi,steel,psychic
Jirachi,steel,psychic
Jolteon,electric,
Jolteon,electric,
Jolteon,electric,
Jolteon,electric,
Jolteon,electric,
Jolteon,electric,
Jolteon,electric,
Jolteon,electric,
Jolteon,electric,
Jolteon,electric,
Jolteon,electric,
Jolteon,electric,
Jolteon,electric,
Joltik,bug,electric
Joltik,bug,electric
Jumpluff,grass,flying
Jumpluff,grass,flying
Jumpluff,grass,flying
Jumpluff,grass,flying
Jumpluff,grass,flying
Jumpluff,grass,flying
Jynx,ice,psychic
Jynx,ice,psychic
Jynx,ice,psychic
Jynx,ice,psychic
Jynx,ice,psychic
Jynx,ice,psychic
Jynx,ice,psychic
Jynx,ice,psychic
Kabuto,rock,water
Kabuto,rock,water
Kabuto,rock,water
Kabuto,rock,water
Kabuto,rock,water
Kabuto,rock,water
Kabuto,rock,water
Kabuto,rock,water
Kabutops,rock,water
Kabutops,rock,water
Kabutops,rock,water
Kabutops,rock,water
Kabutops,rock,water
Kabutops,rock,water
Kabutops,rock,water
Kabutops,rock,water
Kadabra,psychic,
Kadabra,psychic,
Kadabra,psychic,
Kadabra,psychic,
Kadabra,psychic,
Kadabra,psychic,
Kadabra,psychic,
Kadabra,psychic,
Kadabra,psychic,
Kadabra,psychic,
Kadabra,psychic,
Kadabra,psychic,
Kakuna,bug,poison
Kakuna,bug,poison
Kakuna,bug,poison
Kakuna,bug,poison
Kakuna,bug,poison
Kakuna,bug,poison
Kangaskhan,normal,
Kangaskhan,normal,
Kangaskhan,normal,
Kangaskhan,normal,
Kangaskhan,normal,
Kangaskhan,normal,
Kangaskhan,normal,
Kangaskhan,normal,
Kangaskhan,normal,
Kangaskhan,normal,
Kangaskhan,normal,
Kangaskhan,normal,
Kangaskhan,normal,
Kangaskhan,normal,
Kangaskhan,normal,
Kangaskhan,normal,
Kangaskhan,normal,
Kangaskhan,normal,
Karrablast,bug,
Karrablast,bug,
Kartana,grass,steel
Kartana,grass,steel
Kartana,grass,steel
Kartana,grass,steel
Kecleon,normal,
Kecleon,normal,
Kecleon,normal,
Kecleon,normal,
Kecleon,normal,
Kecleon,normal,
Kecleon,normal,
Kecleon,normal,
Kecleon,normal,
Keldeo,water,fighting
Keldeo,water,fighting
Keldeo,water,fighting
Keldeo,water,fighting
Keldeo,water,fighting
Keldeo,water,fighting
Keldeo,water,fighting
Keldeo,water,fighting
Keldeo,water,fighting
Keldeo,water,fighting
Keldeo,water,fighting
Keldeo,water,fighting
Kingdra,water,dragon
Kingdra,water,dragon
Kingdra,water,dragon
Kingdra,water,dragon
Kingdra,water,dragon
Kingdra,water,dragon
Kingler,water,
Kingler,water,
Kingler,water,
Kingler,water,
Kingler,water,
Kingler,water,
Kingler,water,
Kirlia,psychic,fairy
Kirlia,psychic,fairy
Kirlia,psychic,fairy
Kirlia,psychic,fairy
Kirlia,psychic,fairy
Kirlia,psychic,fairy
Kirlia,psychic,fairy
